0:[[4227, 4409], [4468, 4338], [4227, 4338]]
68:[[974.81134, 4154], [885, 4250], [1055, 4182.8003]]
68:[[974.81134, 4154], [942.73584, 4179.6], [885, 4250]]
68:[[1127, 960], [1310, 960], [1127, 1276.8]]
68:[[1127, 1276.8], [1310, 960], [1310, 1276.8]]
68:[[694, 2240], [735, 2240], [694, 2336]]
68:[[694, 2336], [735, 2240], [735, 2336]]
69:[[5039, 4051], [5010, 4154], [5068, 4083.1875]]
69:[[90, 1949], [134, 1949], [90, 2045]]
69:[[90, 2045], [134, 1949], [134, 2045]]
70:[[1755, 3497.827], [1710.1282, 3546], [1742.1796, 3517.0962]]
70:[[1755, 3497.827], [1630, 3401.481], [1710.1282, 3546]]
70:[[1755, 3497.827], [1646.0256, 3379], [1630, 3401.481]]
70:[[310, 2240], [354, 2240], [310, 2336]]
70:[[310, 2336], [354, 2240], [354, 2336]]
70:[[1762, 2240], [1790, 2240], [1762, 2336]]
70:[[1762, 2336], [1790, 2240], [1790, 2336]]
71:[[1106, 2627.2002], [1218, 2800], [1173.2001, 2560]]
71:[[1106, 2627.2002], [1106, 2710.4], [1218, 2800]]
71:[[1985, 1920], [2069, 1920], [1985, 2016]]
71:[[1985, 2016], [2069, 1920], [2069, 2016]]
72:[[353.89468, 4472], [357.1053, 4411], [325, 4439.8945]]
72:[[353.89468, 4472], [386, 4446.3154], [357.1053, 4411]]
73:[[4048, 4442.1177], [3990, 4442.1177], [4019, 4468]]
73:[[4048, 4442.1177], [4015.7778, 4413], [3990, 4442.1177]]
74:[[3636, 2859.2002], [3594.4, 3016], [3632.8, 2910.4]]
74:[[3636, 2859.2002], [3556, 2891.2002], [3594.4, 3016]]
74:[[3636, 2859.2002], [3578.4, 2856], [3556, 2891.2002]]
74:[[3636, 2859.2002], [3626.4001, 2808], [3578.4, 2856]]
75:[[3183, 3329.0688], [3032, 3386.793], [3138.0212, 3390]]
75:[[3183, 3329.0688], [3144.4468, 3204], [3032, 3386.793]]
75:[[4676, 2240], [4807, 2240], [4676, 2288]]
75:[[4676, 2288], [4807, 2240], [4807, 2288]]
75:[[0, 0], [0, 0], [0, 0]]
75:[[0, 0], [0, 0], [0, 0]]
75:[[0, 0], [0, 0], [0, 0]]
75:[[0, 0], [0, 0], [0, 0]]
75:[[0, 0], [0, 0], [0, 0]]
75:[[0, 0], [0, 0], [0, 0]]
75:[[0, 0], [0, 0], [0, 0]]
75:[[0, 0], [0, 0], [0, 0]]
76:[[1517, 3641.7393], [1350, 3583.826], [1468.8269, 3690]]
76:[[1517, 3641.7393], [1436.7117, 3542], [1350, 3583.826]]
76:[[1517, 3641.7393], [1494.5192, 3606.348], [1436.7117, 3542]]
76:[[3549, 2544], [3617, 2544], [3549, 2568]]
76:[[3549, 2568], [3617, 2544], [3617, 2568]]
76:[[0, 0], [0, 0], [0, 0]]
76:[[0, 0], [0, 0], [0, 0]]
76:[[0, 0], [0, 0], [0, 0]]
76:[[0, 0], [0, 0], [0, 0]]
76:[[0, 0], [0, 0], [0, 0]]
76:[[0, 0], [0, 0], [0, 0]]
76:[[0, 0], [0, 0], [0, 0]]
76:[[0, 0], [0, 0], [0, 0]]
77:[[4217, 4342], [4227, 4255.4136], [4217, 4249]]
77:[[4217, 4342], [4227, 4338.793], [4227, 4255.4136]]
78:[[1561.2001, 4459], [1638, 4417], [1558, 4417]]
78:[[1561.2001, 4459], [1625.2001, 4426.6924], [1638, 4417]]
78:[[1641.2, 4459], [1638, 4417], [1718, 4417]]
78:[[1641.2, 4459], [1718, 4417], [1705.2, 4426.6924]]
78:[[942, 3384], [984, 3384], [942, 3544]]
78:[[942, 3544], [984, 3384], [984, 3544]]
78:[[3010, 3378], [3026, 3378], [3010, 3538]]
78:[[3010, 3538], [3026, 3378], [3026, 3538]]
79:[[349, 3548], [288, 3689], [313.6842, 3653.75]]
79:[[349, 3548], [297.63156, 3628.1138], [288, 3689]]
80:[[3948.111, 4468], [3964.2222, 4413], [3932, 4445.353]]
80:[[3948.111, 4468], [3990, 4442.1177], [3964.2222, 4413]]
80:[[3948.111, 4468], [3973.889, 4464.7646], [3990, 4442.1177]]
81:[[1734, 3651.75], [1615, 3546], [1711.4866, 3687]]
81:[[4419, 2240], [4461, 2240], [4419, 2296]]
81:[[4419, 2296], [4461, 2240], [4461, 2296]]
81:[[0, 0], [0, 0], [0, 0]]
81:[[0, 0], [0, 0], [0, 0]]
81:[[0, 0], [0, 0], [0, 0]]
81:[[0, 0], [0, 0], [0, 0]]
81:[[0, 0], [0, 0], [0, 0]]
81:[[0, 0], [0, 0], [0, 0]]
81:[[0, 0], [0, 0], [0, 0]]
81:[[0, 0], [0, 0], [0, 0]]
81:[[4260, 2240], [4419, 2240], [4260, 2272]]
81:[[4260, 2272], [4419, 2240], [4419, 2272]]
81:[[0, 0], [0, 0], [0, 0]]
81:[[0, 0], [0, 0], [0, 0]]
81:[[0, 0], [0, 0], [0, 0]]
81:[[0, 0], [0, 0], [0, 0]]
81:[[0, 0], [0, 0], [0, 0]]
81:[[0, 0], [0, 0], [0, 0]]
81:[[0, 0], [0, 0], [0, 0]]
81:[[0, 0], [0, 0], [0, 0]]
82:[[1177.9788, 3687], [1139.4255, 3546], [1133, 3645.3408]]
82:[[1177.9788, 3687], [1284, 3674.182], [1139.4255, 3546]]
82:[[1177.9788, 3687], [1258.298, 3687], [1284, 3674.182]]
82:[[1026.9788, 3686], [982, 3644.341], [988.42554, 3545]]
82:[[1026.9788, 3686], [988.42554, 3545], [1133, 3673.182]]
82:[[1026.9788, 3686], [1133, 3673.182], [1107.2979, 3686]]
82:[[4304, 1920], [4366, 1920], [4304, 2240]]
82:[[4304, 2240], [4366, 1920], [4366, 2240]]
82:[[3913, 1600], [4013, 1600], [3913, 1760]]
82:[[3913, 1760], [4013, 1600], [4013, 1760]]
82:[[1620, 2240], [1649, 2240], [1620, 2560]]
82:[[1620, 2560], [1649, 2240], [1649, 2560]]
82:[[2716, 2080], [2796, 2080], [2716, 2240]]
82:[[2716, 2240], [2796, 2080], [2796, 2240]]
83:[[942, 3540.8], [721, 3499.2], [730.6087, 3544]]
83:[[942, 3540.8], [871.53625, 3384], [721, 3499.2]]
83:[[942, 3540.8], [932.3913, 3460.8], [871.53625, 3384]]
83:[[1571, 3538.8], [1359.6088, 3542], [1350, 3497.2002]]
83:[[1571, 3538.8], [1350, 3497.2002], [1500.5363, 3382]]
83:[[1571, 3538.8], [1500.5363, 3382], [1561.3912, 3458.7998]]
83:[[3409, 3384], [3621, 3384], [3409, 3544]]
83:[[3409, 3544], [3621, 3384], [3621, 3544]]
83:[[1571, 3382], [1617, 3382], [1571, 3542]]
83:[[1571, 3542], [1617, 3382], [1617, 3542]]
83:[[4773, 3381], [4963, 3381], [4773, 3541]]
83:[[4773, 3541], [4963, 3381], [4963, 3541]]
84:[[4997, 3018], [5119, 2896.1765], [5070.842, 2800]]
85:[[4637, 3685], [4435.077, 3823], [4595.333, 3778.0698]]
85:[[4637, 3685], [4387, 3726.721], [4435.077, 3823]]
85:[[1283, 4155], [1391, 4155], [1283, 4247.8]]
85:[[1283, 4247.8], [1391, 4155], [1391, 4247.8]]
86:[[892, 3621.3335], [645, 3637.4443], [834.25977, 3689]]
86:[[892, 3621.3335], [686.70135, 3544], [645, 3637.4443]]
86:[[1613, 3816], [1715, 3816], [1613, 3848]]
86:[[1613, 3848], [1715, 3816], [1715, 3848]]
87:[[404, 2800.19], [170, 2627.2532], [311.04117, 2813]]
87:[[404, 2800.19], [227.69862, 2560], [170, 2627.2532]]
88:[[3032, 3018], [2939.2002, 2828.8254], [2936, 3001.9683]]
88:[[3032, 3018], [3032, 2816], [2939.2002, 2828.8254]]
88:[[3199, 3816], [3297, 3816], [3199, 3848]]
88:[[3199, 3848], [3297, 3816], [3297, 3848]]
89:[[4827.4004, 3021], [4901, 2800], [4789, 3001.7827]]
89:[[4827.4004, 3021], [4997, 2816.0146], [4901, 2800]]
89:[[3252, 4249], [3295, 4249], [3252, 4341.8]]
89:[[3252, 4341.8], [3295, 4249], [3295, 4341.8]]
90:[[3578.4001, 4416], [3709.5999, 4336], [3540, 4403.2]]
90:[[3578.4001, 4416], [3748, 4355.2], [3709.5999, 4336]]
91:[[4835, 4452.8887], [4755, 4411], [4691, 4469]]
91:[[4835, 4452.8887], [4806.1997, 4414.2227], [4755, 4411]]
91:[[530, 4452.8887], [386, 4469], [450, 4411]]
91:[[530, 4452.8887], [450, 4411], [501.2, 4414.2227]]
91:[[1391, 4155], [1478, 4155], [1391, 4154.9995]]
91:[[1391, 4154.9995], [1478, 4155], [1478, 4154.9995]]
91:[[2292, 4249], [2344, 4249], [2292, 4345]]
91:[[2292, 4345], [2344, 4249], [2344, 4345]]
91:[[2344, 4249], [2393, 4249], [2344, 4345]]
91:[[2344, 4345], [2393, 4249], [2393, 4345]]
92:[[4893, 4382.0435], [4723.0635, 4353.087], [4691, 4411]]
92:[[4893, 4382.0435], [4867.349, 4337], [4723.0635, 4353.087]]
92:[[824, 4383.0435], [622, 4412], [654.0635, 4354.087]]
92:[[824, 4383.0435], [654.0635, 4354.087], [798.34924, 4338]]
92:[[3207, 2968], [3411, 2968], [3207, 3016]]
92:[[3207, 3016], [3411, 2968], [3411, 3016]]
92:[[4166, 2808], [4232, 2808], [4166, 3016]]
92:[[4166, 3016], [4232, 2808], [4232, 3016]]
92:[[3411, 2808], [3556, 2808], [3411, 2920]]
92:[[3411, 2920], [3556, 2808], [3556, 2920]]
92:[[49, 2804], [101, 2804], [49, 3012]]
92:[[49, 3012], [101, 2804], [101, 3012]]
93:[[1285, 4347.8003], [1054, 4363.8], [1076.4583, 4415]]
93:[[1285, 4347.8003], [1256.125, 4335], [1054, 4363.8]]
93:[[3112, 4348.8], [2903.4583, 4416], [2881, 4364.8]]
93:[[3112, 4348.8], [2881, 4364.8], [3083.125, 4336]]
93:[[2847, 3378], [2903, 3378], [2847, 3546]]
93:[[2847, 3546], [2903, 3378], [2903, 3546]]
93:[[4773, 3213], [4977, 3213], [4773, 3221]]
93:[[4773, 3221], [4977, 3213], [4977, 3221]]
93:[[133, 3213], [165, 3213], [133, 3381]]
93:[[133, 3381], [165, 3213], [165, 3381]]
94:[[721, 3540.8], [419.45544, 3451.2], [397, 3544]]
94:[[721, 3540.8], [627.97034, 3384], [419.45544, 3451.2]]
94:[[721, 3540.8], [685.7128, 3467.2], [627.97034, 3384]]
94:[[2258, 3540.8], [1934, 3544], [1956.4554, 3451.2]]
94:[[2258, 3540.8], [1956.4554, 3451.2], [2164.9702, 3384]]
94:[[2258, 3540.8], [2164.9702, 3384], [2222.713, 3467.2]]
94:[[3978, 2791], [4074, 2791], [3978, 3015]]
94:[[3978, 3015], [4074, 2791], [4074, 3015]]
94:[[1715, 2788], [1934, 2788], [1715, 2796.0002]]
94:[[1715, 2796.0002], [1934, 2788], [1934, 2796.0002]]
94:[[1715, 2964], [1934, 2964], [1715, 3012]]
94:[[1715, 3012], [1934, 2964], [1934, 3012]]
94:[[2409, 2788], [2511, 2788], [2409, 3012]]
94:[[2409, 3012], [2511, 2788], [2511, 3012]]
94:[[834, 2800], [916, 2800], [834, 3024]]
94:[[834, 3024], [916, 2800], [916, 3024]]
95:[[3775, 3612.2954], [3368.6, 3596.273], [3343, 3686]]
95:[[3775, 3612.2954], [3394.2, 3548.2043], [3368.6, 3596.273]]
95:[[3775, 3612.2954], [3717.4001, 3545], [3394.2, 3548.2043]]
95:[[4207, 3612.2954], [3775, 3686], [3800.5999, 3596.273]]
95:[[4207, 3612.2954], [3800.5999, 3596.273], [3826.2, 3548.2043]]
95:[[4207, 3612.2954], [3826.2, 3548.2043], [4149.4, 3545]]
95:[[4089, 2536.032], [4183, 2536.032], [4089, 2808]]
95:[[4089, 2808], [4183, 2536.032], [4183, 2808]]
95:[[4272, 2536], [4327, 2536], [4272, 2808]]
95:[[4272, 2808], [4327, 2536], [4327, 2808]]
95:[[4789, 2528], [5113, 2528], [4789, 2544]]
95:[[4789, 2544], [5113, 2528], [5113, 2544]]
95:[[4789, 2768], [5113, 2768], [4789, 2800]]
95:[[4789, 2800], [5113, 2768], [5113, 2800]]
95:[[4183, 2536], [4272, 2536], [4183, 2808]]
95:[[4183, 2808], [4272, 2536], [4272, 2808]]
96:[[2007, 4144.533], [2052, 4060.4668], [2032.7144, 4054]]
96:[[2007, 4144.533], [2026.2856, 4151], [2052, 4060.4668]]
96:[[1001, 4144.533], [1026.7142, 4054], [1046, 4060.4668]]
96:[[1001, 4144.533], [1046, 4060.4668], [1020.28564, 4151]]
96:[[4161, 4467], [4182, 4467], [4161, 4468]]
96:[[4161, 4468], [4182, 4467], [4182, 4468]]
96:[[3475, 4468], [3496, 4468], [3475, 4469]]
96:[[3475, 4469], [3496, 4468], [3496, 4469]]
97:[[264.383, 3393], [174.42552, 3235.862], [168, 3348.1035]]
97:[[264.383, 3393], [254.74467, 3207], [174.42552, 3235.862]]
97:[[264.383, 3393], [312.57446, 3242.276], [254.74467, 3207]]
97:[[264.383, 3393], [319, 3280.7588], [312.57446, 3242.276]]
97:[[264.383, 3393], [293.29788, 3370.5518], [319, 3280.7588]]
97:[[1866.3829, 3394], [1770, 3349.1035], [1776.4255, 3236.862]]
97:[[1866.3829, 3394], [1776.4255, 3236.862], [1856.7448, 3208]]
97:[[1866.3829, 3394], [1856.7448, 3208], [1914.5745, 3243.276]]
97:[[1866.3829, 3394], [1914.5745, 3243.276], [1921, 3281.7585]]
97:[[1866.3829, 3394], [1921, 3281.7585], [1895.2979, 3371.5518]]
97:[[3659, 2240], [3765, 2240], [3659, 2544]]
97:[[3659, 2544], [3765, 2240], [3765, 2544]]
97:[[3546, 2240], [3659, 2240], [3546, 2544]]
97:[[3546, 2544], [3659, 2240], [3659, 2544]]
97:[[3859, 2240], [3945, 2240], [3859, 2544]]
97:[[3859, 2544], [3945, 2240], [3945, 2544]]
97:[[3945, 2240], [4013, 2240], [3945, 2544]]
97:[[3945, 2544], [4013, 2240], [4013, 2544]]
97:[[4013, 2240], [4052, 2240], [4013, 2544]]
97:[[4013, 2544], [4052, 2240], [4052, 2544]]
97:[[3765, 2240.032], [3859, 2240.032], [3765, 2544]]
97:[[3765, 2544], [3859, 2240.032], [3859, 2544]]
97:[[4052, 2240], [4089, 2240], [4052, 2544]]
97:[[4052, 2544], [4089, 2240], [4089, 2544]]
98:[[1750.6, 4154], [1613, 4057.2256], [1616.2001, 4154]]
98:[[1750.6, 4154], [1757, 4054], [1613, 4057.2256]]
98:[[137.60004, 4154], [3.2000122, 4154], [0, 4057.2256]]
98:[[137.60004, 4154], [0, 4057.2256], [144, 4054]]
98:[[3861, 3384], [3996, 3384], [3861, 3544]]
98:[[3861, 3544], [3996, 3384], [3996, 3544]]
98:[[2258, 3384], [2403, 3384], [2258, 3544]]
98:[[2258, 3544], [2403, 3384], [2403, 3544]]
99:[[4394.636, 4470], [4368.8184, 4409], [4343, 4457.1577]]
99:[[4394.636, 4470], [4394.636, 4415.4214], [4368.8184, 4409]]
99:[[4394.636, 4470], [4414, 4428.263], [4394.636, 4415.4214]]
99:[[180.63637, 4472], [129, 4459.1577], [154.81818, 4411]]
99:[[180.63637, 4472], [154.81818, 4411], [180.63637, 4417.421]]
99:[[180.63637, 4472], [180.63637, 4417.421], [200, 4430.263]]
99:[[1517, 3542], [1570, 3542], [1517, 3686]]
99:[[1517, 3686], [1570, 3542], [1570, 3686]]
99:[[5016, 3650], [5071, 3650], [5016, 3682]]
99:[[5016, 3682], [5071, 3650], [5071, 3682]]
99:[[4935, 3541], [4962, 3541], [4935, 3685]]
99:[[4935, 3685], [4962, 3541], [4962, 3685]]
99:[[1285, 3538], [1309, 3538], [1285, 3554]]
99:[[1285, 3554], [1309, 3538], [1309, 3554]]
99:[[1285, 3554], [1309, 3554], [1285, 3586]]
99:[[1285, 3586], [1309, 3554], [1309, 3586]]
99:[[1285, 3586], [1309, 3586], [1285, 3682]]
99:[[1285, 3682], [1309, 3586], [1309, 3682]]
99:[[5071, 3618], [5117, 3618], [5071, 3682]]
99:[[5071, 3682], [5117, 3618], [5117, 3682]]
100:[[4426.909, 4470], [4485, 4421.8423], [4414, 4409]]
100:[[4426.909, 4470], [4459.1816, 4470], [4485, 4421.8423]]
100:[[70.90909, 4472], [58, 4411], [129, 4423.842]]
100:[[70.90909, 4472], [129, 4423.842], [103.181816, 4472]]
100:[[2625, 3903], [2688, 3903], [2625, 3935]]
100:[[2625, 3935], [2688, 3903], [2688, 3935]]
100:[[4001, 3822], [4073, 3822], [4001, 3934]]
100:[[4001, 3934], [4073, 3822], [4073, 3934]]
100:[[4733, 3821], [4765, 3821], [4733, 3933]]
100:[[4733, 3933], [4765, 3821], [4765, 3933]]
101:[[3234, 4416], [3276.0588, 4345], [3234, 4351.4546]]
101:[[3234, 4416], [3289, 4406.318], [3276.0588, 4345]]
101:[[2397, 4416], [2397, 4351.4546], [2439.0588, 4345]]
101:[[2397, 4416], [2439.0588, 4345], [2452, 4406.318]]
101:[[5073, 4135], [5116, 4135], [5073, 4231]]
101:[[5073, 4231], [5116, 4135], [5116, 4231]]
101:[[2706, 4248], [2769, 4248], [2706, 4264]]
101:[[2706, 4264], [2769, 4248], [2769, 4264]]
101:[[2769, 4248], [2825, 4248], [2769, 4344]]
101:[[2769, 4344], [2825, 4248], [2825, 4344]]
102:[[1545, 4386.1577], [1535, 4338], [1535, 4399]]
102:[[1545, 4386.1577], [1545, 4360.4736], [1535, 4338]]
102:[[1555, 4386.1577], [1545, 4399], [1545, 4338]]
102:[[1555, 4386.1577], [1545, 4338], [1555, 4360.4736]]
102:[[4366, 1920], [4427, 1920], [4366, 2240]]
102:[[4366, 2240], [4427, 1920], [4427, 2240]]
102:[[1921, 2240], [1947, 2240], [1921, 2432]]
102:[[1921, 2432], [1947, 2240], [1947, 2432]]
103:[[1495, 3968.4849], [1319.0001, 3949.2122], [1303, 4052]]
103:[[1495, 3968.4849], [1334.9999, 3946], [1319.0001, 3949.2122]]
103:[[192, 3970.4849], [0, 4054], [16, 3951.2122]]
103:[[192, 3970.4849], [16, 3951.2122], [32, 3948]]
103:[[1566, 640], [1776, 640], [1566, 960]]
103:[[1566, 960], [1776, 640], [1776, 960]]
103:[[2250, 2240], [2267, 2240], [2250, 2272]]
103:[[2250, 2272], [2267, 2240], [2267, 2272]]
104:[[2097, 4054], [1622.6158, 3948], [1613, 3960.8486]]
104:[[2097, 4054], [1664.2847, 3954.4243], [1622.6158, 3948]]
104:[[4231, 4053], [3747, 3959.8484], [3756.616, 3947]]
104:[[4231, 4053], [3756.616, 3947], [3798.285, 3953.4243]]
104:[[483, 2240], [526, 2240], [483, 2432]]
104:[[483, 2432], [526, 2240], [526, 2432]]
105:[[1064, 4054], [654.4, 3945], [632, 3954.6174]]
105:[[1064, 4054], [731.2, 3951.4116], [654.4, 3945]]
105:[[1064, 4054], [747.2, 3954.6174], [731.2, 3951.4116]]
105:[[3376, 4053], [2944, 3953.6177], [2966.4001, 3944]]
105:[[3376, 4053], [2966.4001, 3944], [3043.2002, 3950.4116]]
105:[[3376, 4053], [3043.2002, 3950.4116], [3059.2002, 3953.6177]]
105:[[1947, 2240], [1972, 2240], [1947, 2432]]
105:[[1947, 2432], [1972, 2240], [1972, 2432]]
105:[[2216, 2240], [2233, 2240], [2216, 2272]]
105:[[2216, 2272], [2233, 2240], [2233, 2272]]
106:[[1807.7999, 4154], [1651, 4227.6], [1811, 4250]]
106:[[1807.7999, 4154], [1654.2, 4211.5996], [1651, 4227.6]]
106:[[1967.8, 4154], [1971, 4250], [1811, 4227.6]]
106:[[1967.8, 4154], [1811, 4227.6], [1814.2, 4211.5996]]
106:[[4405, 1600], [4502, 1600], [4405, 1760]]
106:[[4405, 1760], [4502, 1600], [4502, 1760]]
106:[[2318, 2240], [2335, 2240], [2318, 2272]]
106:[[2318, 2272], [2335, 2240], [2335, 2272]]
107:[[577, 2560], [596.2222, 2804], [750, 2746.2104]]
107:[[577, 2560], [593.01855, 2787.9473], [596.2222, 2804]]
107:[[404, 2560], [577, 2746.2104], [423.22223, 2804]]
107:[[404, 2560], [423.22223, 2804], [420.01852, 2787.9473]]
107:[[2578, 320], [2832, 320], [2578, 640]]
107:[[2578, 640], [2832, 320], [2832, 640]]
107:[[2352, 2240], [2369, 2240], [2352, 2272]]
107:[[2352, 2272], [2369, 2240], [2369, 2272]]
108:[[2285, 2646.7043], [2513, 2788], [2496.9436, 2560]]
108:[[2285, 2646.7043], [2496.9436, 2784.7888], [2513, 2788]]
108:[[2057, 2646.7043], [2268.9436, 2560], [2285, 2788]]
108:[[2057, 2646.7043], [2285, 2788], [2268.9436, 2784.7888]]
108:[[231, 653], [460, 653], [231, 669]]
108:[[231, 669], [460, 653], [460, 669]]
108:[[2420, 2240], [2437, 2240], [2420, 2272]]
108:[[2420, 2272], [2437, 2240], [2437, 2272]]
109:[[3131.673, 3544], [3326.9902, 3684.8], [3343, 3681.6]]
109:[[3131.673, 3544], [3026.0095, 3688], [3326.9902, 3684.8]]
109:[[3131.673, 3544], [3010, 3684.8], [3026.0095, 3688]]
109:[[2143.673, 3544], [2355, 3681.6], [2338.9902, 3684.8]]
109:[[2143.673, 3544], [2338.9902, 3684.8], [2038.0096, 3688]]
109:[[2143.673, 3544], [2038.0096, 3688], [2022, 3684.8]]
109:[[2488, 2240], [2505, 2240], [2488, 2272]]
109:[[2488, 2272], [2505, 2240], [2505, 2272]]
109:[[2607, 2240], [2624, 2240], [2607, 2272]]
109:[[2607, 2272], [2624, 2240], [2624, 2272]]
110:[[507.40002, 3701], [376.2, 3640.1226], [357, 3681.7756]]
110:[[507.40002, 3701], [424.19995, 3544], [376.2, 3640.1226]]
110:[[507.40002, 3701], [645, 3556.8164], [424.19995, 3544]]
110:[[507.40002, 3701], [523.4, 3697.796], [645, 3556.8164]]
110:[[150.40002, 3699], [0, 3679.7756], [19.200005, 3638.1226]]
110:[[150.40002, 3699], [19.200005, 3638.1226], [67.2, 3542]]
110:[[150.40002, 3699], [67.2, 3542], [288, 3554.8164]]
110:[[150.40002, 3699], [288, 3554.8164], [166.40001, 3695.796]]
110:[[5013, 1920], [5059, 1920], [5013, 2160]]
110:[[5013, 2160], [5059, 1920], [5059, 2160]]
110:[[2127, 1600], [2235, 1600], [2127, 1920]]
110:[[2127, 1920], [2235, 1600], [2235, 1920]]
110:[[916, 944], [1138, 944], [916, 960]]
110:[[916, 960], [1138, 944], [1138, 960]]
110:[[2199, 2240], [2216, 2240], [2199, 2272]]
110:[[2199, 2272], [2216, 2240], [2216, 2272]]
111:[[2278, 4461], [2425.7874, 4497], [2429, 4480.636]]
111:[[2278, 4461], [2316.5532, 4480.636], [2425.7874, 4497]]
111:[[2734, 4461], [2885, 4480.636], [2881.7874, 4497]]
111:[[2734, 4461], [2881.7874, 4497], [2772.5532, 4480.636]]
111:[[2335, 2240], [2352, 2240], [2335, 2272]]
111:[[2335, 2272], [2352, 2240], [2352, 2272]]
112:[[55, 4491.2], [352.79785, 4504], [356, 4488]]
112:[[55, 4491.2], [167.07446, 4500.8003], [352.79785, 4504]]
112:[[55, 4475.2], [356, 4472], [352.79785, 4488]]
112:[[55, 4475.2], [352.79785, 4488], [167.07446, 4484.8]]
112:[[2505, 2240], [2522, 2240], [2505, 2272]]
112:[[2505, 2272], [2522, 2240], [2522, 2272]]
113:[[4701.0156, 3961.0605], [4890, 3948.2122], [4873.9844, 3945]]
113:[[4701.0156, 3961.0605], [4873.9844, 4051], [4890, 3948.2122]]
113:[[4701.0156, 3961.0605], [4685, 3964.2727], [4873.9844, 4051]]
113:[[4906.0156, 3961.0605], [5078.9844, 3945], [5095, 3948.2122]]
113:[[4906.0156, 3961.0605], [5095, 3948.2122], [5078.9844, 4051]]
113:[[4906.0156, 3961.0605], [5078.9844, 4051], [4890, 3964.2727]]
113:[[2284, 2240], [2301, 2240], [2284, 2272]]
113:[[2284, 2272], [2301, 2240], [2301, 2272]]
113:[[2522, 2240], [2539, 2240], [2522, 2304]]
113:[[2522, 2304], [2539, 2240], [2539, 2304]]
114:[[3375.8, 4484.667], [3286.2, 4471.3335], [3283, 4488]]
114:[[3375.8, 4484.667], [3379, 4468], [3286.2, 4471.3335]]
114:[[3471.8, 4484.667], [3379, 4488], [3382.2, 4471.3335]]
114:[[3471.8, 4484.667], [3382.2, 4471.3335], [3475, 4468]]
114:[[2556, 2240], [2573, 2240], [2556, 2272]]
114:[[2556, 2272], [2573, 2240], [2573, 2272]]
114:[[2590, 2240], [2607, 2240], [2590, 2304]]
114:[[2590, 2304], [2607, 2240], [2607, 2304]]
115:[[935, 4476.2], [1031, 4489], [1027.8, 4473]]
115:[[3106, 4478.2], [3198.8, 4475], [3202, 4491]]
115:[[2573, 2240], [2590, 2240], [2573, 2304]]
115:[[2573, 2304], [2590, 2240], [2590, 2304]]
116:[[1515, 4485.8], [1419, 4473], [1422.2001, 4489]]
116:[[1515, 4485.8], [1531, 4482.6], [1419, 4473]]
116:[[4301, 4485.8], [4208.2, 4489], [4205, 4473]]
116:[[4301, 4485.8], [4205, 4473], [4317, 4482.6]]
116:[[2437, 2240], [2454, 2240], [2437, 2272]]
116:[[2437, 2272], [2454, 2240], [2454, 2272]]
116:[[2233, 2240], [2250, 2240], [2233, 2304]]
116:[[2233, 2304], [2250, 2240], [2250, 2304]]
117:[[2468, 4486.7144], [2429, 4467], [2438.75, 4490]]
117:[[820, 4486.7144], [790.75, 4490], [781, 4467]]
117:[[1533, 2240], [1562, 2240], [1533, 2432]]
117:[[1533, 2432], [1562, 2240], [1562, 2432]]
118:[[623.5143, 4492.6], [697.7714, 4483], [588, 4467]]
118:[[623.5143, 4492.6], [701, 4499], [697.7714, 4483]]
118:[[4083.5142, 4490.6], [4048, 4465], [4157.7715, 4481]]
118:[[4083.5142, 4490.6], [4157.7715, 4481], [4161, 4497]]
118:[[222, 2240], [266, 2240], [222, 2432]]
118:[[222, 2432], [266, 2240], [266, 2432]]
118:[[2267, 2240], [2284, 2240], [2267, 2272]]
118:[[2267, 2272], [2284, 2240], [2284, 2272]]
119:[[5010, 4154], [4709.0103, 4051], [4693, 4054.2188]]
119:[[5010, 4154], [4805.071, 4063.875], [4709.0103, 4051]]
119:[[5010, 4154], [4821.081, 4067.0938], [4805.071, 4063.875]]
119:[[1381, 4155], [1064, 4055.2188], [1080.0101, 4052]]
119:[[1381, 4155], [1080.0101, 4052], [1176.0707, 4064.875]]
119:[[1381, 4155], [1176.0707, 4064.875], [1192.0808, 4068.0938]]
119:[[2301, 2240], [2318, 2240], [2301, 2272]]
119:[[2301, 2272], [2318, 2240], [2318, 2272]]
119:[[2454, 2240], [2471, 2240], [2454, 2304]]
119:[[2454, 2304], [2471, 2240], [2471, 2304]]
120:[[1930, 4482], [1760.2037, 4482], [1757, 4498]]
120:[[1930, 4482], [1926.7963, 4466], [1760.2037, 4482]]
120:[[2103, 4482], [1930, 4498], [1933.2037, 4482]]
120:[[2103, 4482], [1933.2037, 4482], [2099.7961, 4466]]
120:[[2386, 2240], [2403, 2240], [2386, 2304]]
120:[[2386, 2304], [2403, 2240], [2403, 2304]]
120:[[2471, 2240], [2488, 2240], [2471, 2272]]
120:[[2471, 2272], [2488, 2240], [2488, 2272]]
121:[[1419, 4473], [1249, 4473], [1252.2076, 4489]]
121:[[556, 4469], [389.20755, 4485], [386, 4469]]
121:[[2539, 2240], [2556, 2240], [2539, 2304]]
121:[[2539, 2304], [2556, 2240], [2556, 2304]]
122:[[967, 4494], [781, 4490], [797.0345, 4494]]
122:[[5035, 4495], [4865.0347, 4495], [4849, 4491]]
122:[[2369, 2240], [2386, 2240], [2369, 2304]]
122:[[2369, 2304], [2386, 2240], [2386, 2304]]
